0.0478797	0.0147723	0.0218978	0.0287626	0.0352798	0.0203337	0.0452729	0.0283281	0.0433611	0.0306743	0.0137296	0.0391032	0.0428398	0.0313695	0.056048	0.0145116	0.0496177	0.0409281	0.0542231	0.0312826	0.0290233	0.0286757	0.030066	0.00981926	0.00634341	0.0373653	0.0180744	0.00999305	0.00643031	0.0542231	0.0415363	0.0382343
0.0494601	0.0130649	0.0221304	0.0289295	0.0357286	0.0226636	0.0446607	0.0258632	0.042661	0.0307959	0.0117318	0.0410612	0.0433276	0.0335955	0.0597254	0.014798	0.0454606	0.0418611	0.0598587	0.0277296	0.0302626	0.0322624	0.0317291	0.00746567	0.0042661	0.0367951	0.0169311	0.00506599	0.00586588	0.0534595	0.0431942	0.037595
0.047761	0.0123912	0.0220375	0.0279978	0.0370951	0.0199984	0.0410164	0.0279194	0.0419575	0.0308211	0.0135676	0.0423496	0.044624	0.0323112	0.0609364	0.0159203	0.0458003	0.0454082	0.0539566	0.0319975	0.0282331	0.0299584	0.029331	0.00862677	0.00517606	0.0360756	0.0181162	0.0080778	0.00643087	0.0559956	0.0411732	0.0369383
0.0522212	0.0128245	0.022571	0.0264697	0.0388838	0.0217503	0.038063	0.0262645	0.039089	0.0296501	0.0128245	0.0363189	0.0421668	0.0304709	0.0649431	0.0204165	0.0587873	0.0391915	0.0517082	0.0372422	0.0268801	0.0310865	0.032215	0.00974659	0.00533497	0.0330358	0.0210321	0.00872063	0.00779727	0.0506823	0.0333436	0.0382682
0.0502301	0.0136082	0.0210126	0.0296178	0.0356214	0.0214128	0.0444267	0.0288173	0.0394237	0.0324195	0.0126076	0.0418251	0.0438263	0.0330198	0.0622373	0.0158095	0.0454273	0.0420252	0.0578347	0.0286172	0.0264158	0.0298179	0.0286172	0.00980588	0.00620372	0.0396238	0.01661	0.00540324	0.00620372	0.0524315	0.0404243	0.0386232
0.0495495	0.0133727	0.0225225	0.0299831	0.0337838	0.0202703	0.0419482	0.0261824	0.0432151	0.0315315	0.0139358	0.0405405	0.0446227	0.0308277	0.060107	0.0153435	0.0440597	0.0434966	0.057714	0.02942	0.0295608	0.0308277	0.0299831	0.00858671	0.0057714	0.0356137	0.0167511	0.00957207	0.00760135	0.0532095	0.0461712	0.0339245
0.0457143	0.0112088	0.02	0.027033	0.0369231	0.0241758	0.0465934	0.0261538	0.0384615	0.0276923	0.0125275	0.0457143	0.0459341	0.0323077	0.0617582	0.0151648	0.0430769	0.0448352	0.0569231	0.0307692	0.0279121	0.0303297	0.0305495	0.00571429	0.00373626	0.0342857	0.0202198	0.00967033	0.00659341	0.0575824	0.0406593	0.0397802
0.0499672	0.0119594	0.0191678	0.0280144	0.037844	0.0214613	0.0461992	0.0242464	0.0407929	0.031291	0.00917431	0.0443971	0.0452163	0.0309633	0.0648755	0.0109764	0.0494758	0.0440695	0.0591415	0.0296527	0.0281782	0.0301442	0.0288336	0.00573394	0.00311271	0.038827	0.0163827	0.00491481	0.00442333	0.0591415	0.0434142	0.0380079
0.0564634	0.014399	0.021194	0.0275036	0.0394758	0.021194	0.0349458	0.0284744	0.0346222	0.0344604	0.0127811	0.0373726	0.0428733	0.032519	0.0629348	0.018929	0.0569487	0.0399612	0.0511244	0.0380197	0.0254004	0.0336515	0.0309011	0.00776573	0.00663323	0.0289597	0.0229736	0.011325	0.00970717	0.0453001	0.030254	0.0409319
0.0483018	0.0148942	0.0211581	0.0303452	0.0327116	0.0214365	0.0455178	0.0279788	0.0427339	0.032294	0.0122494	0.0412027	0.0399499	0.034382	0.0588808	0.0160078	0.0481626	0.0396715	0.0587416	0.0270045	0.0265869	0.0303452	0.0297884	0.00946548	0.00654232	0.0364699	0.018931	0.00890869	0.00626392	0.0523385	0.0430122	0.0377227
0.0475575	0.0117816	0.0219828	0.0242816	0.0343391	0.0218391	0.0412356	0.0241379	0.0423851	0.0275862	0.0133621	0.046408	0.0462644	0.0320402	0.0652299	0.0140805	0.0482759	0.0416667	0.0541667	0.0287356	0.0303161	0.0267241	0.0297414	0.00747126	0.00445402	0.0399425	0.0188218	0.00905172	0.0058908	0.0599138	0.0442529	0.0360632
0.0505085	0.0140678	0.0233898	0.030339	0.0347458	0.0220339	0.0435593	0.0233898	0.0408475	0.0325424	0.0111864	0.0427119	0.0462712	0.030678	0.0588136	0.0140678	0.0444068	0.0442373	0.0579661	0.029661	0.0284746	0.0323729	0.0284746	0.00932203	0.00457627	0.0357627	0.0188136	0.00694915	0.00542373	0.0549153	0.0413559	0.0381356
0.0485938	0.0156639	0.0213599	0.0295479	0.0354219	0.0222499	0.0464578	0.0307939	0.0432538	0.0302599	0.0126379	0.0393378	0.0434318	0.0313279	0.0592738	0.0153079	0.0439658	0.0402278	0.0615878	0.0263439	0.0258099	0.0327519	0.0284799	0.010146	0.00676397	0.0364899	0.0161979	0.00587398	0.00640797	0.0526878	0.0423638	0.0389818
0.0468098	0.0122242	0.023554	0.0263367	0.0388591	0.02097	0.0424369	0.0274299	0.0409461	0.0285232	0.0109322	0.0426357	0.0454184	0.0310078	0.0596303	0.0152057	0.0456172	0.0448221	0.0593321	0.028225	0.0289207	0.0301133	0.0285232	0.00824886	0.0042735	0.0376665	0.0187835	0.0073544	0.00606241	0.0608229	0.0444246	0.0338899
0.0485567	0.0126171	0.0217932	0.0292487	0.0359396	0.0206461	0.0433951	0.0254253	0.0393806	0.0309692	0.0108966	0.0412923	0.0439686	0.0330721	0.0609826	0.0147199	0.0458803	0.0449245	0.0594533	0.0288664	0.0311604	0.0328809	0.0319251	0.00917607	0.0047792	0.0344102	0.0162493	0.00516154	0.00439686	0.0573504	0.0451157	0.0353661
